time,open,high,low,close,volume
2026-06-22 12:48:00,104.25,105.2,103.2,104.2,1000
2026-06-22 12:49:00,104.22,105.17,103.17,104.17,1000
2026-06-22 12:50:00,104.19,105.14,103.14,104.14,1000
2026-06-22 12:51:00,104.16,105.11,103.11,104.11,1000
2026-06-22 12:52:00,104.13,105.08,103.08,104.08,1000
2026-06-22 12:53:00,104.1,105.05,103.05,104.05,1000
2026-06-22 12:54:00,104.08,105.03,103.03,104.03,1000
2026-06-22 12:55:00,104.05,105.0,103.0,104.0,1000
2026-06-22 12:56:00,104.02,104.97,102.97,103.97,1000
2026-06-22 12:57:00,103.99,104.94,102.94,103.94,1000
2026-06-22 12:58:00,103.96,104.91,102.91,103.91,1000
2026-06-22 12:59:00,103.93,104.88,102.88,103.88,1000
2026-06-22 13:00:00,103.9,104.85,102.85,103.85,1000
2026-06-22 13:01:00,103.87,104.82,102.82,103.82,1000
2026-06-22 13:02:00,103.84,104.79,102.79,103.79,1000
2026-06-22 13:03:00,103.81,104.76,102.76,103.76,1000
2026-06-22 13:04:00,103.78,104.73,102.73,103.73,1000
2026-06-22 13:05:00,103.75,104.7,102.7,103.7,1000
2026-06-22 13:06:00,103.72,104.67,102.67,103.67,1000
2026-06-22 13:07:00,103.69,104.64,102.64,103.64,1000
2026-06-22 13:08:00,103.67,104.62,102.62,103.62,1000
2026-06-22 13:09:00,103.64,104.59,102.59,103.59,1000
2026-06-22 13:10:00,103.61,104.56,102.56,103.56,1000
2026-06-22 13:11:00,103.58,104.53,102.53,103.53,1000
2026-06-22 13:12:00,103.55,104.5,102.5,103.5,1000
2026-06-22 13:13:00,103.52,104.47,102.47,103.47,1000
2026-06-22 13:14:00,103.49,104.44,102.44,103.44,1000
2026-06-22 13:15:00,103.46,104.41,102.41,103.41,1000
2026-06-22 13:16:00,103.43,104.38,102.38,103.38,1000
2026-06-22 13:17:00,103.4,104.35,102.35,103.35,1000
2026-06-22 13:18:00,103.37,104.32,102.32,103.32,1000
2026-06-22 13:19:00,103.34,104.29,102.29,103.29,1000
2026-06-22 13:20:00,103.31,104.26,102.26,103.26,1000
2026-06-22 13:21:00,103.28,104.23,102.23,103.23,1000
2026-06-22 13:22:00,103.26,104.21,102.21,103.21,1000
2026-06-22 13:23:00,103.23,104.18,102.18,103.18,1000
2026-06-22 13:24:00,103.2,104.15,102.15,103.15,1000
2026-06-22 13:25:00,103.17,104.12,102.12,103.12,1000
2026-06-22 13:26:00,103.14,104.09,102.09,103.09,1000
2026-06-22 13:27:00,103.11,104.06,102.06,103.06,1000
2026-06-22 13:28:00,103.08,104.03,102.03,103.03,1000
2026-06-22 13:29:00,103.05,104.0,102.0,103.0,1000
2026-06-22 13:30:00,102.05,103.0,101.0,102.0,1000
2026-06-22 13:31:00,102.02,102.97,100.97,101.97,1000
2026-06-22 13:32:00,101.99,102.94,100.94,101.94,1000
2026-06-22 13:33:00,101.96,102.91,100.91,101.91,1000
2026-06-22 13:34:00,101.92,102.87,100.87,101.87,1000
2026-06-22 13:35:00,101.89,102.84,100.84,101.84,1000
2026-06-22 13:36:00,101.86,102.81,100.81,101.81,1000
2026-06-22 13:37:00,101.83,102.78,100.78,101.78,1000
2026-06-22 13:38:00,101.8,102.75,100.75,101.75,1000
2026-06-22 13:39:00,101.77,102.72,100.72,101.72,1000
2026-06-22 13:40:00,101.74,102.69,100.69,101.69,1000
2026-06-22 13:41:00,101.7,102.65,100.65,101.65,1000
2026-06-22 13:42:00,101.67,102.62,100.62,101.62,1000
2026-06-22 13:43:00,101.64,102.59,100.59,101.59,1000
2026-06-22 13:44:00,101.61,102.56,100.56,101.56,1000
2026-06-22 13:45:00,101.58,102.53,100.53,101.53,1000
2026-06-22 13:46:00,101.55,102.5,100.5,101.5,1000
2026-06-22 13:47:00,101.52,102.47,100.47,101.47,1000
2026-06-22 13:48:00,101.49,102.44,100.44,101.44,1000
2026-06-22 13:49:00,101.45,102.4,100.4,101.4,1000
2026-06-22 13:50:00,101.42,102.37,100.37,101.37,1000
2026-06-22 13:51:00,101.39,102.34,100.34,101.34,1000
2026-06-22 13:52:00,101.36,102.31,100.31,101.31,1000
2026-06-22 13:53:00,101.33,102.28,100.28,101.28,1000
2026-06-22 13:54:00,101.3,102.25,100.25,101.25,1000
2026-06-22 13:55:00,101.27,102.22,100.22,101.22,1000
2026-06-22 13:56:00,101.23,102.18,100.18,101.18,1000
2026-06-22 13:57:00,101.2,102.15,100.15,101.15,1000
2026-06-22 13:58:00,101.17,102.12,100.12,101.12,1000
2026-06-22 13:59:00,101.14,102.09,100.09,101.09,1000
2026-06-22 14:00:00,101.11,102.06,100.06,101.06,1000
2026-06-22 14:01:00,101.08,102.03,100.03,101.03,1000
2026-06-22 14:02:00,101.05,102.0,100.0,101.0,1000
2026-06-22 14:03:00,101.01,101.96,99.96,100.96,1000
2026-06-22 14:04:00,100.98,101.93,99.93,100.93,1000
2026-06-22 14:05:00,100.95,101.9,99.9,100.9,1000
2026-06-22 14:06:00,100.92,101.87,99.87,100.87,1000
2026-06-22 14:07:00,100.89,101.84,99.84,100.84,1000
2026-06-22 14:08:00,100.86,101.81,99.81,100.81,1000
2026-06-22 14:09:00,100.83,101.78,99.78,100.78,1000
2026-06-22 14:10:00,100.79,101.74,99.74,100.74,1000
2026-06-22 14:11:00,100.76,101.71,99.71,100.71,1000
2026-06-22 14:12:00,100.73,101.68,99.68,100.68,1000
2026-06-22 14:13:00,100.7,101.65,99.65,100.65,1000
2026-06-22 14:14:00,100.67,101.62,99.62,100.62,1000
2026-06-22 14:15:00,100.64,101.59,99.59,100.59,1000
2026-06-22 14:16:00,100.61,101.56,99.56,100.56,1000
2026-06-22 14:17:00,100.58,101.53,99.53,100.53,1000
2026-06-22 14:18:00,100.54,101.49,99.49,100.49,1000
2026-06-22 14:19:00,100.51,101.46,99.46,100.46,1000
2026-06-22 14:20:00,100.48,101.43,99.43,100.43,1000
2026-06-22 14:21:00,100.45,101.4,99.4,100.4,1000
2026-06-22 14:22:00,100.42,101.37,99.37,100.37,1000
2026-06-22 14:23:00,100.39,101.34,99.34,100.34,1000
2026-06-22 14:24:00,100.36,101.31,99.31,100.31,1000
2026-06-22 14:25:00,100.32,101.27,99.27,100.27,1000
2026-06-22 14:26:00,100.29,101.24,99.24,100.24,1000
2026-06-22 14:27:00,100.26,101.21,99.21,100.21,1000
2026-06-22 14:28:00,100.23,101.18,99.18,100.18,1000
2026-06-22 14:29:00,100.2,101.15,99.15,100.15,1000
2026-06-22 14:30:00,100.17,101.12,99.12,100.12,1000
2026-06-22 14:31:00,100.14,101.09,99.09,100.09,1000
2026-06-22 14:32:00,100.1,101.05,99.05,100.05,1000
2026-06-22 14:33:00,100.07,101.02,99.02,100.02,1000
2026-06-22 14:34:00,100.04,100.99,98.99,99.99,1000
2026-06-22 14:35:00,100.01,100.96,98.96,99.96,1000
2026-06-22 14:36:00,99.98,100.93,98.93,99.93,1000
2026-06-22 14:37:00,99.95,100.9,98.9,99.9,1000
2026-06-22 14:38:00,99.92,100.87,98.87,99.87,1000
2026-06-22 14:39:00,99.88,100.83,98.83,99.83,1000
2026-06-22 14:40:00,99.85,100.8,98.8,99.8,1000
2026-06-22 14:41:00,99.82,100.77,98.77,99.77,1000
2026-06-22 14:42:00,99.79,100.74,98.74,99.74,1000
2026-06-22 14:43:00,99.76,100.71,98.71,99.71,1000
2026-06-22 14:44:00,99.73,100.68,98.68,99.68,1000
2026-06-22 14:45:00,99.7,100.65,98.65,99.65,1000
2026-06-22 14:46:00,99.67,100.62,98.62,99.62,1000
2026-06-22 14:47:00,99.63,100.58,98.58,99.58,1000
2026-06-22 14:48:00,99.6,100.55,98.55,99.55,1000
2026-06-22 14:49:00,99.57,100.52,98.52,99.52,1000
2026-06-22 14:50:00,99.54,100.49,98.49,99.49,1000
2026-06-22 14:51:00,99.51,100.46,98.46,99.46,1000
2026-06-22 14:52:00,99.48,100.43,98.43,99.43,1000
2026-06-22 14:53:00,99.45,100.4,98.4,99.4,1000
2026-06-22 14:54:00,99.41,100.36,98.36,99.36,1000
2026-06-22 14:55:00,99.38,100.33,98.33,99.33,1000
2026-06-22 14:56:00,99.35,100.3,98.3,99.3,1000
2026-06-22 14:57:00,99.32,100.27,98.27,99.27,1000
2026-06-22 14:58:00,99.29,100.24,98.24,99.24,1000
2026-06-22 14:59:00,99.26,100.21,98.21,99.21,1000
2026-06-22 15:00:00,99.23,100.18,98.18,99.18,1000
2026-06-22 15:01:00,99.19,100.14,98.14,99.14,1000
2026-06-22 15:02:00,99.16,100.11,98.11,99.11,1000
2026-06-22 15:03:00,99.13,100.08,98.08,99.08,1000
2026-06-22 15:04:00,99.1,100.05,98.05,99.05,1000
2026-06-22 15:05:00,99.07,100.02,98.02,99.02,1000
2026-06-22 15:06:00,99.04,99.99,97.99,98.99,1000
2026-06-22 15:07:00,99.01,99.96,97.96,98.96,1000
2026-06-22 15:08:00,98.97,99.92,97.92,98.92,1000
2026-06-22 15:09:00,98.94,99.89,97.89,98.89,1000
2026-06-22 15:10:00,98.91,99.86,97.86,98.86,1000
2026-06-22 15:11:00,98.88,99.83,97.83,98.83,1000
2026-06-22 15:12:00,98.85,99.8,97.8,98.8,1000
2026-06-22 15:13:00,98.82,99.77,97.77,98.77,1000
2026-06-22 15:14:00,98.79,99.74,97.74,98.74,1000
2026-06-22 15:15:00,98.76,99.71,97.71,98.71,1000
2026-06-22 15:16:00,98.72,99.67,97.67,98.67,1000
2026-06-22 15:17:00,98.69,99.64,97.64,98.64,1000
2026-06-22 15:18:00,98.66,99.61,97.61,98.61,1000
2026-06-22 15:19:00,98.63,99.58,97.58,98.58,1000
2026-06-22 15:20:00,98.6,99.55,97.55,98.55,1000
2026-06-22 15:21:00,98.57,99.52,97.52,98.52,1000
2026-06-22 15:22:00,98.54,99.49,97.49,98.49,1000
2026-06-22 15:23:00,98.5,99.45,97.45,98.45,1000
2026-06-22 15:24:00,98.47,99.42,97.42,98.42,1000
2026-06-22 15:25:00,98.44,99.39,97.39,98.39,1000
2026-06-22 15:26:00,98.41,99.36,97.36,98.36,1000
2026-06-22 15:27:00,98.38,99.33,97.33,98.33,1000
2026-06-22 15:28:00,98.35,99.3,97.3,98.3,1000
2026-06-22 15:29:00,98.32,99.27,97.27,98.27,1000
2026-06-22 15:30:00,98.28,99.23,97.23,98.23,1000
2026-06-22 15:31:00,98.25,99.2,97.2,98.2,1000
2026-06-22 15:32:00,98.22,99.17,97.17,98.17,1000
2026-06-22 15:33:00,98.19,99.14,97.14,98.14,1000
2026-06-22 15:34:00,98.16,99.11,97.11,98.11,1000
2026-06-22 15:35:00,98.13,99.08,97.08,98.08,1000
2026-06-22 15:36:00,98.1,99.05,97.05,98.05,1000
2026-06-22 15:37:00,98.06,99.01,97.01,98.01,1000
2026-06-22 15:38:00,98.03,98.98,96.98,97.98,1000
2026-06-22 15:39:00,98.0,98.95,96.95,97.95,1000
2026-06-22 15:40:00,97.97,98.92,96.92,97.92,1000
2026-06-22 15:41:00,97.94,98.89,96.89,97.89,1000
2026-06-22 15:42:00,97.91,98.86,96.86,97.86,1000
2026-06-22 15:43:00,97.88,98.83,96.83,97.83,1000
2026-06-22 15:44:00,97.84,98.79,96.79,97.79,1000
2026-06-22 15:45:00,97.81,98.76,96.76,97.76,1000
2026-06-22 15:46:00,97.78,98.73,96.73,97.73,1000
2026-06-22 15:47:00,97.75,98.7,96.7,97.7,1000
2026-06-22 15:48:00,97.72,98.67,96.67,97.67,1000
2026-06-22 15:49:00,97.69,98.64,96.64,97.64,1000
2026-06-22 15:50:00,97.66,98.61,96.61,97.61,1000
2026-06-22 15:51:00,97.63,98.58,96.58,97.58,1000
2026-06-22 15:52:00,97.59,98.54,96.54,97.54,1000
2026-06-22 15:53:00,97.56,98.51,96.51,97.51,1000
2026-06-22 15:54:00,97.53,98.48,96.48,97.48,1000
2026-06-22 15:55:00,97.5,98.45,96.45,97.45,1000
2026-06-22 15:56:00,97.47,98.42,96.42,97.42,1000
2026-06-22 15:57:00,97.44,98.39,96.39,97.39,1000
2026-06-22 15:58:00,97.41,98.36,96.36,97.36,1000
2026-06-22 15:59:00,97.37,98.32,96.32,97.32,1000
2026-06-22 16:00:00,97.34,98.29,96.29,97.29,1000
2026-06-22 16:01:00,97.31,98.26,96.26,97.26,1000
2026-06-22 16:02:00,97.28,98.23,96.23,97.23,1000
2026-06-22 16:03:00,97.25,98.2,96.2,97.2,1000
2026-06-22 16:04:00,97.22,98.17,96.17,97.17,1000
2026-06-22 16:05:00,97.19,98.14,96.14,97.14,1000
2026-06-22 16:06:00,97.15,98.1,96.1,97.1,1000
2026-06-22 16:07:00,97.12,98.07,96.07,97.07,1000
2026-06-22 16:08:00,97.09,98.04,96.04,97.04,1000
2026-06-22 16:09:00,97.06,98.01,96.01,97.01,1000
2026-06-22 16:10:00,97.03,97.98,95.98,96.98,1000
2026-06-22 16:11:00,97.0,97.95,95.95,96.95,1000
2026-06-22 16:12:00,96.97,97.92,95.92,96.92,1000
2026-06-22 16:13:00,96.93,97.88,95.88,96.88,1000
2026-06-22 16:14:00,96.9,97.85,95.85,96.85,1000
2026-06-22 16:15:00,96.87,97.82,95.82,96.82,1000
2026-06-22 16:16:00,96.84,97.79,95.79,96.79,1000
2026-06-22 16:17:00,96.81,97.76,95.76,96.76,1000
2026-06-22 16:18:00,96.78,97.73,95.73,96.73,1000
2026-06-22 16:19:00,96.75,97.7,95.7,96.7,1000
2026-06-22 16:20:00,96.72,97.67,95.67,96.67,1000
2026-06-22 16:21:00,96.68,97.63,95.63,96.63,1000
2026-06-22 16:22:00,96.65,97.6,95.6,96.6,1000
2026-06-22 16:23:00,96.62,97.57,95.57,96.57,1000
2026-06-22 16:24:00,96.59,97.54,95.54,96.54,1000
2026-06-22 16:25:00,96.56,97.51,95.51,96.51,1000
2026-06-22 16:26:00,96.53,97.48,95.48,96.48,1000
2026-06-22 16:27:00,96.5,97.45,95.45,96.45,1000
2026-06-22 16:28:00,96.46,97.41,95.41,96.41,1000
2026-06-22 16:29:00,96.43,97.38,95.38,96.38,1000
2026-06-22 16:30:00,96.4,97.35,95.35,96.35,1000
2026-06-22 16:31:00,96.37,97.32,95.32,96.32,1000
2026-06-22 16:32:00,96.34,97.29,95.29,96.29,1000
2026-06-22 16:33:00,96.31,97.26,95.26,96.26,1000
2026-06-22 16:34:00,96.28,97.23,95.23,96.23,1000
2026-06-22 16:35:00,96.24,97.19,95.19,96.19,1000
2026-06-22 16:36:00,96.21,97.16,95.16,96.16,1000
2026-06-22 16:37:00,96.18,97.13,95.13,96.13,1000
2026-06-22 16:38:00,96.15,97.1,95.1,96.1,1000
2026-06-22 16:39:00,96.12,97.07,95.07,96.07,1000
2026-06-22 16:40:00,96.09,97.04,95.04,96.04,1000
2026-06-22 16:41:00,96.06,97.01,95.01,96.01,1000
2026-06-22 16:42:00,96.02,96.97,94.97,95.97,1000
2026-06-22 16:43:00,95.99,96.94,94.94,95.94,1000
2026-06-22 16:44:00,95.96,96.91,94.91,95.91,1000
2026-06-22 16:45:00,95.93,96.88,94.88,95.88,1000
